🔒 Row ID,Nombre de la Rutina,Ejercicio 1,Ejercicio 2,Ejercicio 3,Ejercicio 4,Ejercico 5,Detalle equipo 1,Detalle equipo 2,Detalle equipo 3 ,detalle equipo 4 ,Detalle equipo 5,instrucciones 1,instruciones 2,instrucciones 3,instrucciones 4,instrucciones 5,Repeticiones 1.0,Repeticiones 2,Repeticiones 2.0,Repeticiones 3,Repeticiones 3.0,Repeticiones 4,Repeticiones 4.0,Repeticiones 5,Repeticiones 5.0,Consejo Pro 1,Consejo Pro 2,Consejo Pro 3,Consejo Pro 4,Consejo Pro 5,Músculos 1,Músculos 2,Músculos 3,Músculos 4,Músculos 5,Ejercicios sistemas,AreaDeTrabajo,Nivel,Enfoque,TodosEjercicioRtuina,TipoDisponibilidad,DiasSemana 1,DiasSemana 2,Dias A Mostrar,Repeticiones 1,Ejercicio 6,Repeticiones 6,Repeticiones 6.0,Músculos 6,RutaMaestría
sTgs6FkeT-aXSARTKyOLAQ,Pino Hibrido: Tren Inferior B,Sentadilla Bulgara con Mancuernas,Hip Thrust con Barra (pies elevados),Peso Muerto Sumo con Barra,Extensión de Cuadriceps Unilateral,Sentadilla con Salto,Banco + Mancuernas,Banco + Barra + Pad + Step,Barra + Discos,Maquina extensión de cuadriceps,N/A,"Coloca el empeine trasero en un banco. Con una mancuerna en cada mano
  baja flexionando la rodilla delantera. Sube con fuerza.","Espalda alta en banco y pies sobre un step/cajon. Barra con pad sobre la
  cadera. Empuja la cadera arriba apretando gluteos. Baja sin tocar el suelo.","De pie con los pies muy abiertos y las puntas hacia afuera. Agarra la
  barra con agarre estrecho entre las piernas. Levanta extendiendo caderas y
  rodillas.","Sientate en la maquina y extiende una pierna a la vez. Sube hasta
  extensión completa y baja lento (3 segundos).",Realiza una sentadilla normal y al subir explota saltando lo más alto posible. Aterriza suave con las rodillas ligeramente flexionadas y repite.,4 series de 8-10 reps por pierna,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 10-12 reps por pierna,4 series de 10-12 reps por pierna,4 series de 8-10 reps,4 series de 8-10 reps,"Las mancuernas permiten rango natural. Manten el torso ligeramente
  inclinado para trabajo de guteo.","La elevación de pies aumenta el rango y la activación del gluteo. Aprieta
  arriba 2 segundos.","Pecho arriba y espalda recta. El agarre sumo enfatiza mÃ¡s los aductores
  y cuadriceps.","El trabajo unilateral corrige desbalances entre piernas. Aprieta el
  cuadriceps arriba.",Aterriza siempre con la punta de los pies primero y luego los talones. Amortigua bien cada salto.,"Cuadriceps, Gluteos, Isquiotibiales","Gluteos, Isquiotibiales","Cuadriceps, Aductores, Gluteos, Isquiotibiales",Cuadriceps,"Cuádriceps, Glúteos, Pantorrillas", Método Híbrido V&V,,Pino,Tren Inferior,,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,4 series de 8-10 reps por pierna,,,,,
6KdG0DuoSTq1rl0YbFp.xg,Pino Hibrido: Tren Inferior C,Sentadilla Hack en Maquina,Peso Muerto con Barra,Zancada Caminando con Barra,Elevación de Talones Sentado con Disco,Sentadilla Cosaca,Maquina hack squat,Barra,Barra,Banco + Disco sobre rodillas,N/A,"Colocate en la maquina con la espalda contra el respaldo y los hombros
  bajo los cojines. Baja flexionando las rodillas y sube empujando con fuerza.",De pie frente a la barra en el suelo con los pies a la anchura de la cadera. Agarra la barra con agarre prono o mixto justo por fuera de las rodillas. Empuja el suelo con los pies extendiendo caderas y rodillas simultáneamente hasta estar completamente de pie. Baja con control invirtiendo el movimiento.,"Coloca la barra en los trapecios. Da pasos largos alternados hacia
  adelante bajando la rodilla trasera casi al suelo. Avanza sin detenerte.","Sientate en un banco con un disco sobre las rodillas. Sube los talones
  apretando los soleos. Baja completamente estirando. Pausa arriba 2 segundos.",Pies muy abiertos. Baja hacia un lado flexionando una rodilla mientras la otra pierna se extiende recta con el pie apuntando arriba. Sube y alterna.,4 series de 8-10 reps,4 series de 5-6 reps,4 series de 5-6 reps,4 series de 10 pasos por pierna,4 series de 10 pasos por pierna,4 series de 15-20 reps,4 series de 15-20 reps,4 series de 6-8 reps por pierna,4 series de 6-8 reps por pierna,"La maquina guia el movimiento y protege la espalda baja. Excelente para
  aislar cuadriceps.",La barra siempre pegada al cuerpo durante todo el recorrido. Espalda recta y pecho arriba. Activa los dorsales antes de levantar como si quisieras doblar la barra hacia ti.,Manten el core apretado para estabilidad. Pasos largos para mas gluteo,El soleo se activa mas con rodilla flexionada. ,Mantén el talón pegado al suelo y el torso erguido. Si puedes baja hasta que el glúteo toque el talón.,"Cuadriceps, Gluteos","Isquiotibiales, Glúteos, Espalda baja, Cuádriceps, Trapecio","Cuadriceps, Gluteos, Isquiotibiales, Core","Soleo, Pantorrillas","Aductores, Cuádriceps, Glúteos", Método Híbrido V&V,,Pino,Tren Inferior,,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,4 series de 8-10 reps,,,,,
Tp7nwKUDRL2NIJK6sU9ZkQ,Pino Hibrido: Cuerpo Completo A,Press de Banca Inclinado con Barra,Sentadilla Profunda con Barra,Fondos Profundos en Paralelas,Peso Muerto Convencional,Remo con Barra,Banco inclinado + Barra,Rack + Barra,Barras Paralelas bajas,Barra + Discos,Barra,Acuéstate en banco inclinado a 30-45Â. Agarra la barra a la anchura de los hombros. Baja al pecho superior y empuja hasta extender los brazos.,"Coloca la barra en los trapecios. Baja mas alla del paralelo con control
  manteniendo la espalda recta. Sube empujando con fuerza desde los talones.",Sujeta las barras con brazos extendidos. Baja el cuerpo doblando los codos hasta que los hombros queden por debajo de los codos. Empuja para subir.,"De pie frente a la barra en el suelo. Agarra la barra y levantala
  extendiendo caderas y rodillas simultaneamente hasta estar de pie. Baja con
  control.","De pie con las rodillas ligeramente flexionadas e inclinado a 45°. Agarra la barra con agarre prono. Tira hacia el abdomen bajo apretando la espalda.
Baja con control.",4 series de 6-8 reps,4 series de 6-8 reps,4series de 6-8 reps,4 series de 6-10 reps,4 series de 6-10 reps,4 series de 5-6 reps,4 series de 5-6 reps,4 series de 6-8 reps,4 series de 6-8 reps,"Retrae las escapulas. El angulo de 30° es ideal para pecho superior sin
  cargar demasiado el hombro.","Requiere buena movilidad de tobillo y cadera. Usa zapatos con tacon o
  disco bajo los talones si es necesario.",Inclina el torso ligeramente al frente para más activación de pecho. Si sientes dolor en el hombro no bajes tanto.,"La barra siempre pegada al cuerpo. Espalda recta. Empuja el suelo con los
  pies.",Manten la espalda recta y el core apretado. No uses impulso con las piernas.,"Pecho superior, Triceps, Deltoides frontal","Cuadriceps, Gluteos, Isquiotibiales","Pecho, Tríceps, Deltoides frontal","Isquiotibiales, Gluteos, Espalda baja, Cuadriceps","Dorsales, Romboides, Trapecio, Biceps", Método Híbrido V&V,,Pino,Cuerpo Completo,,3 Dias,Lunes Viernes,Miercoles,Lunes Viernes,4 series de 6-8 reps,,,,,
TjVPMWK.QJejZ.nX5CbHxw,Pino Hibrido: Cuerpo Completo B,Dominadas con Peso,Sentadilla Bulgara con Mancuernas,Pike Push-ups (en paralelas),Hip Thrust con Barra (pies elevados),Aperturas con Mancuernas,Barra de dominadas + Cinturon con disco,Banco + Mancuernas,Barras Paralelas bajas,Banco + Barra + Pad + Step,Banco plano + Mancuernas,"Cuelga de la barra con disco atado al cinturan. Tira del cuerpo hacia
  arriba hasta que la barbilla pase la barra. Baja con control.","Coloca el empeine trasero en un banco. Con una mancuerna en cada mano
  baja flexionando la rodilla delantera. Sube con fuerza.",Manos en las barras en posición de plancha. Sube la cadera formando una V invertida. Baja la cabeza entre las barras doblando los codos y empuja para subir.,"Espalda alta en banco y pies sobre un step/cajon. Barra con pad sobre la
  cadera. Empuja la cadera arriba apretando gluteos. Baja sin tocar el suelo.","Acuestate en el banco con mancuernas sobre el pecho y brazos extendidos.
  Abre los brazos bajando las mancuernas con los codos ligeramente flexionados.
  Junta arriba.",4 series de 5-8 reps,4 series de 8-10 reps por pierna,4 series de 8-10 res por pierna,4 series de 6-10 reps,4 series de 6-10 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 10-12 reps,4 series de 10-12 reps,"Inicia el movimiento retrayendo las escapulas. Si no puedes con peso
  empieza con tu peso corporal.","Las mancuernas permiten rango natural. Manten el torso ligeramente
  inclinado para trabajo de guteo.",Cuanto más cerca estén los pies de las manos más difícil será. Mira hacia las barras al bajar.,"La elevación de pies aumenta el rango y la activación del gluteo. Aprieta
  arriba 2 segundos.","No bajes demasiado para proteger los hombros. Siente el estiramiento en
  el pecho al abrir.","Dorsales, Biceps, Romboides, Core","Cuadriceps, Gluteos, Isquiotibiales","Deltoides, Tríceps, Trapecio","Gluteos, Isquiotibiales","Pectorales, Deltoides frontal", Método Híbrido V&V,,Pino,Cuerpo Completo,,3 Dias,Miercoles,Lunes Viernes,Miercoles,4 series de 5-8 reps,,,,,
nfONtZJKStWOBxZ13a-YeQ,Pino Hibrido: Cuerpo Completo C,Press Declinado con Mancuernas,Peso Muerto Sumo con Barra,Dominadas Australianas (en barra baja),Zancada Caminando con Barra,Face Pull en Polea,Banco declinado + Mancuernas,Barra + Discos,Barra baja o barra de dominadas baja,Barra,Polea alta + Cuerda,"Acuestate en banco declinado con los pies asegurados. Sube las mancuernas
  sobre el pecho y baja con los codos a 90°. Empuja hacia arriba.","De pie con los pies muy abiertos y las puntas hacia afuera. Agarra la
  barra con agarre estrecho entre las piernas. Levanta extendiendo caderas y
  rodillas.",Acuéstate debajo de la barra y sujétala con agarre prono. Cuerpo recto como tabla con los talones en el suelo. Tira del pecho hacia la barra y baja con control.,"Coloca la barra en los trapecios. Da pasos largos alternados hacia
  adelante bajando la rodilla trasera casi al suelo. Avanza sin detenerte.","De pie frente a la polea alta con la cuerda a la altura de la cara. Tira
  hacia la cara abriendo los codos hacia afuera. Aprieta los omoplatos atras.",4 series de 8-10 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 8-12 reps,4 series de 8-12 reps,4 series de 10 pasos por pierna,4 series de 10 pasos por pierna,4 series de 12-15 reps,4 series de 12-15 reps,"El angulo declinado enfatiza el pecho inferior. No uses peso excesivo por
  la posición invertida.","Pecho arriba y espalda recta. El agarre sumo enfatiza mÃ¡s los aductores
  y cuadriceps.",Aprieta los omóplatos al subir. Cuanto más horizontal esté tu cuerpo más difícil será.,Manten el core apretado para estabilidad. Pasos largos para mas gluteo,"Excelente para salud del hombro y postura. Rota los puÃ±os hacia afuera
  al final del movimiento.","Pecho inferior, Triceps","Cuadriceps, Aductores, Gluteos, Isquiotibiales","Espalda (Dorsales), Bíceps, Romboides","Cuadriceps, Gluteos, Isquiotibiales, Core","Deltoides posterior, Trapecio, Romboides", Método Híbrido V&V,,Pino,Cuerpo Completo,,3 Dias,,,,4 series de 8-10 reps,,,,,
6uJwEZLoQXiek0Q0kmIB0w,Mi Primera Dominada- Semana 1,Colgarse de la barra (dead hang),Retracciones escapulares en barra,Remo invertido / australiana,Dominadas negativas,Isométrico arriba,Barra de dominadas,Barra de dominadas,Barra baja o barra de dominadas,Barra de dominadas + cajón o salto,"Barra de dominadas + cajón o
salto",Cuélgate de la barra con agarre firme y deja el cuerpo extendido. Mantén los hombros activos sin encogerte por completo y respira con control.,"Cuélgate de la barra con los codos completamente estirados. Desde ahí, baja y junta las escápulas para elevar ligeramente el cuerpo sin doblar los brazos.",Colócate debajo de la barra con el cuerpo recto y los talones apoyados. Tira del pecho hacia la barra apretando la espalda y baja con control.,Empieza arriba con la barbilla por encima de la barra usando un cajón o un salto. Desde ahí baja lentamente controlando todo el recorrido hasta extender los brazos.,Colócate arriba con la barbilla por encima de la barra y mantén esa posición el tiempo indicado. Aprieta fuerte espalda y bíceps mientras sostienes el cuerpo sin perder altura.,3 series de 20 seg,,3 series de 8 reps,,3 series de 8 reps,,3 series de 3 reps con bajada de 3 seg,,3 series de 5 seg,"Piensa en alejar los hombros de las orejas. El objetivo no es solo aguantar, sino crear control escapular.","Haz un movimiento corto pero limpio. Si doblas los codos, deja de ser retracción escapular.","Cuanto más horizontal quede tu cuerpo, más difícil será. Ajusta la inclinación sin perder técnica.",La bajada debe ser lenta y uniforme. No te sueltes al final ni caigas de golpe.,"Mantén el pecho alto y los codos cerca del cuerpo. Si bajas demasiado, termina el intento y descansa.","Agarre, antebrazos,
  escápulas","Escápulas, dorsales, trapecio medio","Dorsales, bíceps, romboides","Dorsales, bíceps, antebrazos","Dorsales, bíceps, escápulas",,false,Semilla,Tren Superior,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/onwol6xGzGQOuV0uci28.jpeg,Mas de 3 Dias,,,,,,,,,Mi Primera Dominada- Semana 1
6f73LCCzSQqWZB7EI9YPdA,Mi Primera Dominada- Semana 2,Colgarse de la barra (dead hang),Retracciones escapulares en barra,Remo invertido / australiana,Dominadas negativas,Isométrico arriba,Barra de dominadas,Barra de dominadas,Barra baja o barra de dominadas,Barra de dominadas + cajón o salto,"Barra de dominadas + cajón o
salto",Cuélgate de la barra con agarre firme y deja el cuerpo extendido. Mantén los hombros activos sin encogerte por completo y respira con control.,"Cuélgate de la barra con los codos completamente estirados. Desde ahí, baja y junta las escápulas para elevar ligeramente el cuerpo sin doblar los brazos.",Colócate debajo de la barra con el cuerpo recto y los talones apoyados. Tira del pecho hacia la barra apretando la espalda y baja con control.,Empieza arriba con la barbilla por encima de la barra usando un cajón o un salto. Desde ahí baja lentamente controlando todo el recorrido hasta extender los brazos.,Colócate arriba con la barbilla por encima de la barra y mantén esa posición el tiempo indicado. Aprieta fuerte espalda y bíceps mientras sostienes el cuerpo sin perder altura.,3 series de 25 seg,,3 series de 8 reps,,3 series de 10 reps,,3 series de 3 reps con bajada de 4 seg,,3 series de 6–8 seg,"Piensa en alejar los hombros de las orejas. El objetivo no es solo aguantar, sino crear control escapular.","Haz un movimiento corto pero limpio. Si doblas los codos, deja de ser retracción escapular.","Cuanto más horizontal quede tu cuerpo, más difícil será. Ajusta la inclinación sin perder técnica.",La bajada debe ser lenta y uniforme. No te sueltes al final ni caigas de golpe.,"Mantén el pecho alto y los codos cerca del cuerpo. Si bajas demasiado, termina el intento y descansa.","Agarre, antebrazos,
  escápulas","Escápulas, dorsales, trapecio medio","Dorsales, bíceps, romboides","Dorsales, bíceps, antebrazos","Dorsales, bíceps, escápulas",,false,,,,,,,,,,,,,Mi Primera Dominada- Semana 2
qTizPlkuS4CGgdjawVjbGA,Mi Primera Dominada- Semana 3,Colgarse de la barra (dead hang),Retracciones escapulares en barra,Remo invertido / australiana,Dominadas negativas,Isométrico arriba,Barra de dominadas,Barra de dominadas,Barra baja o barra de dominadas,Barra de dominadas + cajón o salto,"Barra de dominadas + cajón o
salto",Cuélgate de la barra con agarre firme y deja el cuerpo extendido. Mantén los hombros activos sin encogerte por completo y respira con control.,"Cuélgate de la barra con los codos completamente estirados. Desde ahí, baja y junta las escápulas para elevar ligeramente el cuerpo sin doblar los brazos.",Colócate debajo de la barra con el cuerpo recto y los talones apoyados. Tira del pecho hacia la barra apretando la espalda y baja con control.,Empieza arriba con la barbilla por encima de la barra usando un cajón o un salto. Desde ahí baja lentamente controlando todo el recorrido hasta extender los brazos.,Colócate arriba con la barbilla por encima de la barra y mantén esa posición el tiempo indicado. Aprieta fuerte espalda y bíceps mientras sostienes el cuerpo sin perder altura.,3 series de 30 seg,,3 series de 10 reps,,3 series de 10 reps,,4 series de 3 reps con bajada de 4 seg,,3 series de 8–10 seg,"Piensa en alejar los hombros de las orejas. El objetivo no es solo aguantar, sino crear control escapular.","Haz un movimiento corto pero limpio. Si doblas los codos, deja de ser retracción escapular.","Cuanto más horizontal quede tu cuerpo, más difícil será. Ajusta la inclinación sin perder técnica.",La bajada debe ser lenta y uniforme. No te sueltes al final ni caigas de golpe.,"Mantén el pecho alto y los codos cerca del cuerpo. Si bajas demasiado, termina el intento y descansa.","Agarre, antebrazos,
  escápulas","Escápulas, dorsales, trapecio medio","Dorsales, bíceps, romboides","Dorsales, bíceps, antebrazos","Dorsales, bíceps, escápulas",,,,,,,,,,,,,,,Mi Primera Dominada- Semana 3
mUSbCFQbQiy3zMv13VdIrQ,Mi Primera Dominada- Semana 4,Colgarse de la barra (dead hang),Retracciones escapulares en barra,Remo invertido / australiana,Dominadas negativas,Isométrico arriba,Barra de dominadas,Barra de dominadas,Barra baja o barra de dominadas,Barra de dominadas + cajón o salto,"Barra de dominadas + cajón o
salto",Cuélgate de la barra con agarre firme y deja el cuerpo extendido. Mantén los hombros activos sin encogerte por completo y respira con control.,"Cuélgate de la barra con los codos completamente estirados. Desde ahí, baja y junta las escápulas para elevar ligeramente el cuerpo sin doblar los brazos.",Colócate debajo de la barra con el cuerpo recto y los talones apoyados. Tira del pecho hacia la barra apretando la espalda y baja con control.,Empieza arriba con la barbilla por encima de la barra usando un cajón o un salto. Desde ahí baja lentamente controlando todo el recorrido hasta extender los brazos.,Colócate arriba con la barbilla por encima de la barra y mantén esa posición el tiempo indicado. Aprieta fuerte espalda y bíceps mientras sostienes el cuerpo sin perder altura.,3 series de 30 seg,,3 series de 10 reps,,4 series de 8 reps,,4 series de 4 reps con bajada de 4–5 seg,,3 series de 10 seg,"Piensa en alejar los hombros de las orejas. El objetivo no es solo aguantar, sino crear control escapular.","Haz un movimiento corto pero limpio. Si doblas los codos, deja de ser retracción escapular.","Cuanto más horizontal quede tu cuerpo, más difícil será. Ajusta la inclinación sin perder técnica.",La bajada debe ser lenta y uniforme. No te sueltes al final ni caigas de golpe.,"Mantén el pecho alto y los codos cerca del cuerpo. Si bajas demasiado, termina el intento y descansa.","Agarre, antebrazos,
  escápulas","Escápulas, dorsales, trapecio medio","Dorsales, bíceps, romboides","Dorsales, bíceps, antebrazos","Dorsales, bíceps, escápulas",,,,,,,,,,,,,,,Mi Primera Dominada- Semana 4
8rI12T-UQT6fBJhdqk9FSg,Mi Primera Dominada- Semana 5,Colgarse de la barra (dead hang),Retracciones escapulares en barra,Remo invertido / australiana,Dominadas negativas,Isométrico arriba,Barra de dominadas,Barra de dominadas,Barra baja o barra de dominadas,Barra de dominadas + cajón o salto,"Barra de dominadas + cajón o
salto",Cuélgate de la barra con agarre firme y deja el cuerpo extendido. Mantén los hombros activos sin encogerte por completo y respira con control.,"Cuélgate de la barra con los codos completamente estirados. Desde ahí, baja y junta las escápulas para elevar ligeramente el cuerpo sin doblar los brazos.",Colócate debajo de la barra con el cuerpo recto y los talones apoyados. Tira del pecho hacia la barra apretando la espalda y baja con control.,Empieza arriba con la barbilla por encima de la barra usando un cajón o un salto. Desde ahí baja lentamente controlando todo el recorrido hasta extender los brazos.,Colócate arriba con la barbilla por encima de la barra y mantén esa posición el tiempo indicado. Aprieta fuerte espalda y bíceps mientras sostienes el cuerpo sin perder altura.,3 series de 35 seg,,3 series de 10 reps,,4 series de 10 reps,,4 series de 4 reps con bajada de 5 seg,,3 series de 10–12 seg,"Piensa en alejar los hombros de las orejas. El objetivo no es solo aguantar, sino crear control escapular.","Haz un movimiento corto pero limpio. Si doblas los codos, deja de ser retracción escapular.","Cuanto más horizontal quede tu cuerpo, más difícil será. Ajusta la inclinación sin perder técnica.",La bajada debe ser lenta y uniforme. No te sueltes al final ni caigas de golpe.,"Mantén el pecho alto y los codos cerca del cuerpo. Si bajas demasiado, termina el intento y descansa.","Agarre, antebrazos,
  escápulas","Escápulas, dorsales, trapecio medio","Dorsales, bíceps, romboides","Dorsales, bíceps, antebrazos","Dorsales, bíceps, escápulas",,,,,,,,,,,,,,,Mi Primera Dominada- Semana 5
9mMsFlXcQLyx8Bc0eXh7Eg,Mi Primera Dominada- Semana 6,Colgarse de la barra (dead hang),Retracciones escapulares en barra,Remo invertido / australiana,Dominadas negativas,Isométrico arriba,Barra de dominadas,Barra de dominadas,Barra baja o barra de dominadas,Barra de dominadas + cajón o salto,"Barra de dominadas + cajón o
salto",Cuélgate de la barra con agarre firme y deja el cuerpo extendido. Mantén los hombros activos sin encogerte por completo y respira con control.,"Cuélgate de la barra con los codos completamente estirados. Desde ahí, baja y junta las escápulas para elevar ligeramente el cuerpo sin doblar los brazos.",Colócate debajo de la barra con el cuerpo recto y los talones apoyados. Tira del pecho hacia la barra apretando la espalda y baja con control.,Empieza arriba con la barbilla por encima de la barra usando un cajón o un salto. Desde ahí baja lentamente controlando todo el recorrido hasta extender los brazos.,Colócate arriba con la barbilla por encima de la barra y mantén esa posición el tiempo indicado. Aprieta fuerte espalda y bíceps mientras sostienes el cuerpo sin perder altura.,3 series de 40 seg,,3 series de 12 reps,,4 series de 10–12 reps,,"4 series de 5
  reps con bajada de 5 seg",,"3 series de 12 seg
","Piensa en alejar los hombros de las orejas. El objetivo no es solo aguantar, sino crear control escapular.","Haz un movimiento corto pero limpio. Si doblas los codos, deja de ser retracción escapular.","Cuanto más horizontal quede tu cuerpo, más difícil será. Ajusta la inclinación sin perder técnica.",La bajada debe ser lenta y uniforme. No te sueltes al final ni caigas de golpe.,"Mantén el pecho alto y los codos cerca del cuerpo. Si bajas demasiado, termina el intento y descansa.","Agarre, antebrazos,
  escápulas","Escápulas, dorsales, trapecio medio","Dorsales, bíceps, romboides","Dorsales, bíceps, antebrazos","Dorsales, bíceps, escápulas",,,,,,,,,,,,,,,Mi Primera Dominada- Semana 6
YRdkZJLHTwqTkgMYbLLlVQ,Mi Primera Dominada- Semana 7,Colgarse de la barra (dead hang),Retracciones escapulares en barra,Remo invertido / australiana,Dominadas negativas,Isométrico arriba,Barra de dominadas,Barra de dominadas,Barra baja o barra de dominadas,Barra de dominadas + cajón o salto,"Barra de dominadas + cajón o
salto",Cuélgate de la barra con agarre firme y deja el cuerpo extendido. Mantén los hombros activos sin encogerte por completo y respira con control.,"Cuélgate de la barra con los codos completamente estirados. Desde ahí, baja y junta las escápulas para elevar ligeramente el cuerpo sin doblar los brazos.",Colócate debajo de la barra con el cuerpo recto y los talones apoyados. Tira del pecho hacia la barra apretando la espalda y baja con control.,Empieza arriba con la barbilla por encima de la barra usando un cajón o un salto. Desde ahí baja lentamente controlando todo el recorrido hasta extender los brazos.,Colócate arriba con la barbilla por encima de la barra y mantén esa posición el tiempo indicado. Aprieta fuerte espalda y bíceps mientras sostienes el cuerpo sin perder altura.,"3 series de 40
  seg",,3 series de 12 reps,,"4 series de 12
  reps",,5 series de 4 reps con bajada de 5 seg,,"3 series de
  12–15 seg","Piensa en alejar los hombros de las orejas. El objetivo no es solo aguantar, sino crear control escapular.","Haz un movimiento corto pero limpio. Si doblas los codos, deja de ser retracción escapular.","Cuanto más horizontal quede tu cuerpo, más difícil será. Ajusta la inclinación sin perder técnica.",La bajada debe ser lenta y uniforme. No te sueltes al final ni caigas de golpe.,"Mantén el pecho alto y los codos cerca del cuerpo. Si bajas demasiado, termina el intento y descansa.","Agarre, antebrazos,
  escápulas","Escápulas, dorsales, trapecio medio","Dorsales, bíceps, romboides","Dorsales, bíceps, antebrazos","Dorsales, bíceps, escápulas",,,,,,,,,,,,,,,Mi Primera Dominada- Semana 7
OpJPw2sxTWSXMOOKnhB49A,Mi Primera Dominada- Semana 8,Colgarse de la barra (dead hang),Retracciones escapulares en barra,Remo invertido / australiana,Dominadas negativas,Isométrico arriba,Barra de dominadas,Barra de dominadas,Barra baja o barra de dominadas,Barra de dominadas + cajón o salto,"Barra de dominadas + cajón o
salto",Cuélgate de la barra con agarre firme y deja el cuerpo extendido. Mantén los hombros activos sin encogerte por completo y respira con control.,"Cuélgate de la barra con los codos completamente estirados. Desde ahí, baja y junta las escápulas para elevar ligeramente el cuerpo sin doblar los brazos.",Colócate debajo de la barra con el cuerpo recto y los talones apoyados. Tira del pecho hacia la barra apretando la espalda y baja con control.,Empieza arriba con la barbilla por encima de la barra usando un cajón o un salto. Desde ahí baja lentamente controlando todo el recorrido hasta extender los brazos.,Colócate arriba con la barbilla por encima de la barra y mantén esa posición el tiempo indicado. Aprieta fuerte espalda y bíceps mientras sostienes el cuerpo sin perder altura.,3 series de 45 seg,,"3 series de 12
  reps",,4 series de 12 reps más inclinadas,,"5 series de 4
  reps con bajada de 5–6 seg",,4 series de 10–12 seg,"Piensa en alejar los hombros de las orejas. El objetivo no es solo aguantar, sino crear control escapular.","Haz un movimiento corto pero limpio. Si doblas los codos, deja de ser retracción escapular.","Cuanto más horizontal quede tu cuerpo, más difícil será. Ajusta la inclinación sin perder técnica.",La bajada debe ser lenta y uniforme. No te sueltes al final ni caigas de golpe.,"Mantén el pecho alto y los codos cerca del cuerpo. Si bajas demasiado, termina el intento y descansa.","Agarre, antebrazos,
  escápulas","Escápulas, dorsales, trapecio medio","Dorsales, bíceps, romboides","Dorsales, bíceps, antebrazos","Dorsales, bíceps, escápulas",,,,,,,,,,,,,,,Mi Primera Dominada- Semana 8
9MO10c8UQx28N101dtnLyw,Mi Primera Dominada- Semana 9,Colgarse de la barra (dead hang),Retracciones escapulares en barra,Remo invertido / australiana,Dominadas negativas,Isométrico arriba,Barra de dominadas,Barra de dominadas,Barra baja o barra de dominadas,Barra de dominadas + cajón o salto,"Barra de dominadas + cajón o
salto",Cuélgate de la barra con agarre firme y deja el cuerpo extendido. Mantén los hombros activos sin encogerte por completo y respira con control.,"Cuélgate de la barra con los codos completamente estirados. Desde ahí, baja y junta las escápulas para elevar ligeramente el cuerpo sin doblar los brazos.",Colócate debajo de la barra con el cuerpo recto y los talones apoyados. Tira del pecho hacia la barra apretando la espalda y baja con control.,Empieza arriba con la barbilla por encima de la barra usando un cajón o un salto. Desde ahí baja lentamente controlando todo el recorrido hasta extender los brazos.,Colócate arriba con la barbilla por encima de la barra y mantén esa posición el tiempo indicado. Aprieta fuerte espalda y bíceps mientras sostienes el cuerpo sin perder altura.,"3 series de 45
  seg",,3 series de 12 reps,,"4 series de 10–12 reps más difíciles
",,5 series de 5 reps con bajada de 5 seg,,"4 series de 12
  seg","Piensa en alejar los hombros de las orejas. El objetivo no es solo aguantar, sino crear control escapular.","Haz un movimiento corto pero limpio. Si doblas los codos, deja de ser retracción escapular.","Cuanto más horizontal quede tu cuerpo, más difícil será. Ajusta la inclinación sin perder técnica.",La bajada debe ser lenta y uniforme. No te sueltes al final ni caigas de golpe.,"Mantén el pecho alto y los codos cerca del cuerpo. Si bajas demasiado, termina el intento y descansa.","Agarre, antebrazos,
  escápulas","Escápulas, dorsales, trapecio medio","Dorsales, bíceps, romboides","Dorsales, bíceps, antebrazos","Dorsales, bíceps, escápulas",,,,,,,,,,,,,,,Mi Primera Dominada- Semana 9
