exercise_id,slug,nombre interno,nombre público actual,nombre público recomendado,estado,Sistema al que pertenece,Ruta o Rutas,Madera o punto de partida,modalidad,patrón de movimiento,objetivo,grupo muscular,equipo,espacio requerido,posición inicial,ejecución paso a paso,indicaciones técnicas,respiración,errores comunes,regresiones,progresiones,repeticiones,series,tiempo,descanso,tempo,duración estimada,criterios de finalización,advertencias,contraindicaciones,activo visual asociado,video asociado,miniatura asociada,pantalla donde aparece,componente donde aparece,archivo fuente,datos faltantes,contradicciones,estado visual
HollowBodyHold,hollow-body-hold,Hollow Body Hold,Hollow Body Hold,Hollow Body Hold,pendiente,,,,,,,"Core (abdomen completo),
  Flexores de cadera",N/A,,,"Acuéstate boca arriba, despega hombros y piernas del suelo y mantén la zona lumbar pegada al piso con el cuerpo en forma de banana.","Si se despega la espalda baja,
  flexiona un poco rodillas o sube más los brazos.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
ElevacionesLateralesconMancuernas,elevaciones-laterales-con-mancuernas,Elevaciones Laterales con Mancuernas,Elevaciones Laterales con Mancuernas,Elevaciones Laterales con Mancuernas,pendiente,,,,,,,Deltoides lateral,Mancuernas,,,"De pie, con una ligera flexión en los codos, eleva las mancuernas lateralmente hasta la altura de los hombros.",El dedo meñique debe apuntar ligeramente hacia arriba al final.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PrensadePiernasUnilateral,prensa-de-piernas-unilateral,Prensa de Piernas Unilateral,Prensa de Piernas Unilateral,Prensa de Piernas Unilateral,pendiente,,,,,,,"Cuádriceps, Glúteos",Máquina Prensa,,,Coloca un solo pie en la plataforma de la prensa. Baja lentamente y empuja con el talón.,Excelente para corregir desequilibrios musculares en las piernas.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PseudoPlanchePushups,pseudo-planche-push-ups,Pseudo Planche Push-ups,Pseudo Planche Push-ups,Pseudo Planche Push-ups,pendiente,,,,,,,"Pecho, Hombros",Suelo,,,Flexiones inclinando tu cuerpo hacia adelante para mayor carga en el hombro anterior.,Dedos apuntando hacia los lados o ligeramente atrás para cuidar la muñeca.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SentadillaFrontalconBarra,sentadilla-frontal-con-barra,Sentadilla Frontal con Barra,Sentadilla Frontal con Barra,Sentadilla Frontal con Barra,pendiente,,,,,,,Cuádriceps,Rack,,,Carga anterior y cuádriceps.,Codos siempre arriba.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PesoMuertoConvencional,peso-muerto-convencional,Peso Muerto Convencional,Peso Muerto Convencional,Peso Muerto Convencional,pendiente,,,,,,,Cadena Posterior,Barra,,,Fuerza posterior brutal.,Tensión lumbar.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PressArnoldconMancuernas,press-arnold-con-mancuernas,Press Arnold con Mancuernas,Press Arnold con Mancuernas,Press Arnold con Mancuernas,pendiente,,,,,,,Hombros,Banco + Mancuernas,,,Press rotativo sentado con mancuernas para desarrollar los deltoides.,Controla el movimiento durante la rotación.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
DominadasAustralianasconPiesElevados,dominadas-australianas-con-pies-elevados,Dominadas Australianas con Pies Elevados,Dominadas Australianas con Pies Elevados,Dominadas Australianas con Pies Elevados,pendiente,,,,,,,"Espalda (Dorsales), Bíceps, Romboides","Barra
  baja + silla",,,Coloca los talones sobre una silla y cuélgate de una barra baja con el cuerpo recto. Tira del pecho a la barra y baja controlado.,"Entre
  más horizontal quede tu cuerpo, mayor dificultad.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/DominadasAustralianasconPiesElevados_1785107922028.png,,,,,Supabase: ejercicios_biblioteca,,,
CurldeBcepsconBarraEZ,curl-de-bíceps-con-barra-ez,Curl de Bíceps con Barra EZ,Curl de Bíceps con Barra EZ,Curl de Bíceps con Barra EZ,pendiente,,,,,,,Bíceps,Barra EZ + Discos,,,"De pie, sujeta la barra EZ. Flexiona los codos llevando la barra hacia los hombros sin balancear el torso.",Mantén los codos pegados al cuerpo.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/CurldeBcepsconBarraEZ_1784831596020.png,,,,,Supabase: ejercicios_biblioteca,,,
CurlFemoralTumbado,curl-femoral-tumbado,Curl Femoral Tumbado,Curl Femoral Tumbado,Curl Femoral Tumbado,pendiente,,,,,,,Isquiotibiales,Máquina,,,Aislamiento excéntrico para isquios.,Frena la subida.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/CurlFemoralTumbado_1784833411201.jpg,,,,,Supabase: ejercicios_biblioteca,,,
PesoMuertoRumanoPesado,peso-muerto-rumano-pesado,Peso Muerto Rumano Pesado,Peso Muerto Rumano Pesado,Peso Muerto Rumano Pesado,pendiente,,,,,,,"Isquiotibiales, Glúteos",Barra,,,"Carga pesada, estira los isquios.","La cadera es la bisagra, no la espalda.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PikePushupsElevados,pike-push-ups-elevados,Pike Push-ups Elevados,Pike Push-ups Elevados,Pike Push-ups Elevados,pendiente,,,,,,,Hombros,Cajón o silla,,,Pies en alto. Baja tu cabeza en dirección al piso formando un triángulo y empuja fuerte.,Ajusta la altura de los pies para aumentar la dificultad.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
CurlMartilloconMancuernas,curl-martillo-con-mancuernas,Curl Martillo con Mancuernas,Curl Martillo con Mancuernas,Curl Martillo con Mancuernas,pendiente,,,,,,,"Bíceps, Braquial",Mancuernas,,,Sujeta las mancuernas con agarre neutro. Flexiona los codos llevando el peso hacia los hombros.,Excelente para desarrollar el músculo braquial.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/CurlMartilloconMancuernas_1784833957055.png,,,,,Supabase: ejercicios_biblioteca,,,
FondosenParalelasconLastre,fondos-en-paralelas-con-lastre,Fondos en Paralelas con Lastre,Fondos en Paralelas con Lastre,Fondos en Paralelas con Lastre,pendiente,,,,,,,"Pecho, Tríceps",Paralelas + Lastre,,,Fondos pesados rompiendo paralelo y subiendo con poder.,Usa un peso desafiante.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
DominadasconLastre,dominadas-con-lastre,Dominadas con Lastre,Dominadas con Lastre,Dominadas con Lastre,pendiente,,,,,,,Espalda,Barra dominadas + Lastre,,,Añade peso a tus dominadas para hipertrofia.,Retrae escápulas al inicio.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/DominadasconLastre_1785109836964.png,,,,,Supabase: ejercicios_biblioteca,,,
RemoconBarraPendlay,remo-con-barra-pendlay,Remo con Barra Pendlay,Remo con Barra Pendlay,Remo con Barra Pendlay,pendiente,,,,,,,Espalda media,Barra,,,Remo desde el piso.,Tirón explosivo.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PressInclinadoconMancuernas,press-inclinado-con-mancuernas,Press Inclinado con Mancuernas,Press Inclinado con Mancuernas,Press Inclinado con Mancuernas,pendiente,,,,,,,Pecho,Banco Inclinado,,,Pecho superior pesado.,Junta mancuernas.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
RemoconMancuernaaUnaMano,remo-con-mancuerna-a-una-mano,Remo con Mancuerna a Una Mano,Remo con Mancuerna a Una Mano,Remo con Mancuerna a Una Mano,pendiente,,,,,,,Dorsal,Mancuernas,,,Dorsal pesado.,Siente el dorsal.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PressMilitarconBarra,press-militar-con-barra,Press Militar con Barra,Press Militar con Barra,Press Militar con Barra,pendiente,,,,,,,Hombros,Barra,,,Fuerza de hombros bruta.,Core bloqueado.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
FacePullenPolea,face-pull-en-polea,Face Pull en Polea,Face Pull en Polea,Face Pull en Polea,pendiente,,,,,,,Trapecio,Polea,,,Salud de hombro posterior.,Jala a los ojos.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SentadillaBlgaraconMancuernas,sentadilla-búlgara-con-mancuernas,Sentadilla Búlgara con Mancuernas,Sentadilla Búlgara con Mancuernas,Sentadilla Búlgara con Mancuernas,pendiente,,,,,,,"Glúteo, Cuádriceps",Banco + Mancuernas,,,Hipertrofia de apoyo unilateral.,Baja recto como ascensor.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
RemoPendlayconBarra,remo-pendlay-con-barra,Remo Pendlay con Barra,Remo Pendlay con Barra,Remo Pendlay con Barra,pendiente,,,,,,,Espalda completa,Barra + Discos,,,Tira de la barra desde el suelo al abdomen en cada repetición.,Tira rápido y fuerte.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
DominadasaUnaManoNegativasAsistidas,dominadas-a-una-mano-(negativas/asistidas),Dominadas a Una Mano (Negativas/Asistidas),Dominadas a Una Mano (Negativas/Asistidas),Dominadas a Una Mano (Negativas/Asistidas),pendiente,,,,,,,Dorsal Unilateral,Barra de dominadas,,,Tracción unilateral extrema.,Baja frenando como si tu vida dependiera de ello.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
FondosenParalelasVigorCorporal,fondos-en-paralelas-(vigor-corporal),Fondos en Paralelas (Vigor Corporal),Fondos en Paralelas (Vigor Corporal),Fondos en Paralelas (Vigor Corporal),pendiente,,,,,,,"Pecho inferior, Tríceps",Barras Paralelas,,,Sube a las paralelas y realiza fondos lentos y controlados con tu peso.,Conecta con tu pecho y tríceps en todo el rango.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
DominadasSupinasAvanzadas,dominadas-supinas-avanzadas,Dominadas Supinas Avanzadas,Dominadas Supinas Avanzadas,Dominadas Supinas Avanzadas,pendiente,,,,,,,"Dorsales, Bíceps",Barra de dominadas,,,"Dominadas con palmas hacia ti, enfocando el trabajo en bíceps y dorsales.",Aprieta los bíceps fuerte arriba.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PistolSquatAsistidaNegativa,pistol-squat-asistida/negativa,Pistol Squat Asistida/Negativa,Pistol Squat Asistida/Negativa,Pistol Squat Asistida/Negativa,pendiente,,,,,,,"Cuádriceps, Glúteos, Core",Liga o soporte,,,"Realiza sentadilla a una sola pierna. Si es negativa, baja lento y sube apoyando ambas.","Control total, no te dejes caer.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
CurlFemoralSentado,curl-femoral-sentado,Curl Femoral Sentado,Curl Femoral Sentado,Curl Femoral Sentado,pendiente,,,,,,,Isquiotibiales,Máquina Curl Sentado,,,"Sentado en la máquina, empuja el rodillo hacia abajo contrayendo los isquiotibiales.",Aprieta al máximo abajo.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/CurlFemoralSentado_1784832850430.png,,,,,Supabase: ejercicios_biblioteca,,,
ZancadasCaminandoconMancuernas,zancadas-caminando-con-mancuernas,Zancadas Caminando con Mancuernas,Zancadas Caminando con Mancuernas,Zancadas Caminando con Mancuernas,pendiente,,,,,,,"Cuádriceps, Glúteos",Mancuernas,,,Camina dando zancadas profundas con mancuernas en las manos.,Sentirás el fuego muscular tras la fatiga previa.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SaltoalCajnensillafirme,salto-al-cajón-(en-silla-firme),Salto al Cajón (en silla firme),Salto al Cajón (en silla firme),Salto al Cajón (en silla firme),pendiente,,,,,,,Potencia inferior,Cajón o silla estable,,,Salta de forma explosiva al cajón y baja pisando (sin saltar) hacia atrás.,Aterriza en posición de media sentadilla en el cajón.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PressdeBancaPlanoconBarra,press-de-banca-plano-con-barra,Press de Banca Plano con Barra,Press de Banca Plano con Barra,Press de Banca Plano con Barra,pendiente,,,,,,,Pecho,Banco + Barra + Discos,,,Press fuerte empujando del pecho.,Bloquea bien tus codos.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
DominadasPronasAvanzadas,dominadas-pronas-avanzadas,Dominadas Pronas Avanzadas,Dominadas Pronas Avanzadas,Dominadas Pronas Avanzadas,pendiente,,,,,,,Espalda,Barra de dominadas,,,"Dominada estricta, intentando subir el pecho a la barra.",Usa lastre si haces más de 12.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PesoMuertoRumanoconBarra,peso-muerto-rumano-con-barra,Peso Muerto Rumano con Barra,Peso Muerto Rumano con Barra,Peso Muerto Rumano con Barra,pendiente,,,,,,,Isquiotibiales,Barra + Discos,,,Baja sintiendo el estiramiento isquiosural.,Espalda totalmente recta.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
FlexionesArcher,flexiones-archer,Flexiones Archer,Flexiones Archer,Flexiones Archer,pendiente,,,,,,,Pecho,Suelo,,,Flexiones desplazando el peso a un brazo a la vez.,La mano extendida asiste mínimo.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
ZancadaconSaltoAlternada,zancada-con-salto-alternada,Zancada con Salto Alternada,Zancada con Salto Alternada,Zancada con Salto Alternada,pendiente,,,,,,,Piernas (Potencia),Suelo,,,Saltos explosivos cambiando de pierna.,Potencia pura y explosividad.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
OneArmPushupsAsistidasPiesSeparados,one-arm-push-ups-(asistidas/pies-separados),One Arm Push-ups (Asistidas/Pies Separados),One Arm Push-ups (Asistidas/Pies Separados),One Arm Push-ups (Asistidas/Pies Separados),pendiente,,,,,,,"Pecho, Tríceps, Deltoides frontal",Suelo,,,"Posición de flexión, un brazo en la espalda. Baja y empuja controlando la rotación del torso.",Abre más los pies para mayor equilibrio al principio.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
LSittoVSit,l-sit-to-v-sit,L-Sit to V-Sit,L-Sit to V-Sit,L-Sit to V-Sit,pendiente,,,,,,,"Core, Flexores de cadera, Tríceps",Barras Paralelas de Madera Veta & Vigor,,,"En las paralelas, levanta las piernas a 90 grados y luego empuja la cadera hacia adelante elevando los pies hacia la cara.",Traba los codos y empuja las paralelas hacia abajo con furia.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
FrontLeverPullupsoprogresiones,front-lever-pull-ups-(o-progresiones),Front Lever Pull-ups (o progresiones),Front Lever Pull-ups (o progresiones),Front Lever Pull-ups (o progresiones),pendiente,,,,,,,"Dorsales, Bíceps, Core",Barra de dominadas,,,"Desde la posición de Front Lever (o Tuck), tira de tu cuerpo hacia la barra doblando los brazos.","Si es muy difícil, hazlo en posición Tuck (rodillas al pecho).",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
FlexionesArcherExplosivas,flexiones-archer-explosivas,Flexiones Archer Explosivas,Flexiones Archer Explosivas,Flexiones Archer Explosivas,pendiente,,,,,,,"Pecho, Tríceps, Potencia",Suelo,,,"Desplaza tu peso hacia un brazo, baja y empuja con tanta fuerza que las manos se despeguen del suelo al subir.",La explosividad recluta fibras de contracción rápida esenciales en maestría.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
BackLeverHold,back-lever-hold,Back Lever Hold,Back Lever Hold,Back Lever Hold,pendiente,,,,,,,"Pecho, Bíceps, Core",Barra de dominadas,,,Cuelga de la barra y gira hacia atrás hasta que el cuerpo quede paralelo al suelo boca abajo. Sostén.,Mantén la rotación externa de los hombros y aprieta el pecho.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
StraddlePlancheLeans,straddle-planche-leans,Straddle Planche Leans,Straddle Planche Leans,Straddle Planche Leans,pendiente,,,,,,,"Hombros (Anterior), Core",Suelo o Paralelas de Madera,,,"Piernas abiertas, inclina tu cuerpo hacia adelante lo máximo posible con los codos bloqueados.",Dedos apuntando hacia afuera o atrás. Protracción escapular total.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
FondosImposiblesImpossibleDipsprogresiones,fondos-imposibles-(impossible-dips-progresiones),Fondos Imposibles (Impossible Dips progresiones),Fondos Imposibles (Impossible Dips progresiones),Fondos Imposibles (Impossible Dips progresiones),pendiente,,,,,,,Tríceps (Aislamiento extremo),Barras Paralelas de Madera Veta & Vigor,,,"Baja en las paralelas apoyando los codos hacia atrás hasta quedar sobre los antebrazos, y empuja de regreso.","Es puro tríceps, ajusta el apalancamiento deslizando los hombros.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
HandstandPushupsEstrictas,handstand-push-ups-estrictas,Handstand Push-ups Estrictas,Handstand Push-ups Estrictas,Handstand Push-ups Estrictas,pendiente,,,,,,,Hombros,Pared o libre,,,Flexiones verticales de pino.,Aprieta glúteos en el Handstand.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PesoMuertoRumano,peso-muerto-rumano,Peso Muerto Rumano,Peso Muerto Rumano,Peso Muerto Rumano,pendiente,,,,,,,Isquios,Barra,,,Estiramiento isquio bajo carga.,Mantén la espalda bloqueada.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SentadillaProfundaconBarra,sentadilla-profunda-con-barra,Sentadilla Profunda con Barra,Sentadilla Profunda con Barra,Sentadilla Profunda con Barra,pendiente,,,,,,,Cuádriceps,Rack,,,La sentadilla base.,Pura maestría combinada.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
FrontLeverHold,front-lever-hold,Front Lever Hold,Front Lever Hold,Front Lever Hold,pendiente,,,,,,,Core,Barra de dominadas,,,Tensión de core y espalda.,Retracción.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
ExtensindeCudriceps,extensión-de-cuádriceps,Extensión de Cuádriceps,Extensión de Cuádriceps,Extensión de Cuádriceps,pendiente,,,,,,,Cuádriceps,Máquina,,,Isla el cuádriceps al final.,Aprieta fuerte al extender.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
CurlNrdicoAsistido,curl-nórdico-asistido,Curl Nórdico Asistido,Curl Nórdico Asistido,Curl Nórdico Asistido,pendiente,,,,,,,Isquiotibiales,Barra baja + Liga,,,Engancha los pies y baja el cuerpo lentamente. Usa la liga para regresar o empújate levemente con las manos.,La fase excéntrica es oro para los isquios.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/CurlNrdicoAsistido_1784833994067.png,,,,,Supabase: ejercicios_biblioteca,,,
DominadasExplosivasalEstmago,dominadas-explosivas-al-estómago,Dominadas Explosivas al Estómago,Dominadas Explosivas al Estómago,Dominadas Explosivas al Estómago,pendiente,,,,,,,Dorsales (Potencia),Barra de dominadas,,,Tira de la barra con máxima explosividad intentando que la barra toque tu ombligo.,El tirón debe ser brutalmente rápido.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/DominadasExplosivasalEstmago_1785110201817.jpg,,,,,Supabase: ejercicios_biblioteca,,,
HipThrustconBarra,hip-thrust-con-barra,Hip Thrust con Barra,Hip Thrust con Barra,Hip Thrust con Barra,pendiente,,,,,,,Glúteo,Barra + Banco,,,Glúteo pesado.,Máximo apretón.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
TuckPlanchePushups,tuck-planche-push-ups,Tuck Planche Push-ups,Tuck Planche Push-ups,Tuck Planche Push-ups,pendiente,,,,,,,"Pecho, Hombro Frontal",Barras Paralelas de Madera Veta & Vigor,,,Empuje horizontal biomecánico avanzado.,Inclina el peso hacia el frente todo el tiempo.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
BuenosDasGoodMornings,buenos-días-(good-mornings),Buenos Días (Good Mornings),Buenos Días (Good Mornings),Buenos Días (Good Mornings),pendiente,,,,,,,"Espalda baja, Isquios",Barra,,,Inclinación frontal con barra en la espalda.,Mantén los lumbares firmes.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/BuenosDasGoodMornings_1784830652552.png,,,,,Supabase: ejercicios_biblioteca,,,
HumanFlagProgresionesHolds,human-flag-(progresiones/holds),Human Flag (Progresiones/Holds),Human Flag (Progresiones/Holds),Human Flag (Progresiones/Holds),pendiente,,,,,,,"Oblicuos, Dorsales, Hombros",Poste vertical,,,"Sujeta un poste vertical, una mano arriba tirando y la otra abajo empujando. Eleva el cuerpo horizontal.","La mano inferior es la clave, empuja el poste como si quisieras tirarlo.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
HandstandHold,handstand-hold,Handstand Hold,Handstand Hold,Handstand Hold,pendiente,,,,,,,"Core, Hombros, Equilibrio",Suelo,,,Párate de manos libre sin pared y busca el equilibrio absoluto.,"Alinea muñecas, codos, hombros y caderas en una sola línea.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SaltoLongitudaUnaPierna,salto-longitud-a-una-pierna,Salto Longitud a Una Pierna,Salto Longitud a Una Pierna,Salto Longitud a Una Pierna,pendiente,,,,,,,"Potencia, Estabilidad rodilla",Suelo,,,"A la pata coja, salta lo más lejos que puedas y aterriza estabilizando sobre la misma pierna.",Congela el aterrizaje 1 segundo para entrenar los estabilizadores de rodilla.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
DragonPistolSquatprogresin,dragon-pistol-squat-(progresión),Dragon Pistol Squat (progresión),Dragon Pistol Squat (progresión),Dragon Pistol Squat (progresión),pendiente,,,,,,,"Cuádriceps, Movilidad cadera",Suelo,,,Pistol squat donde la pierna libre cruza por detrás de la pierna de apoyo.,"Requiere movilidad extrema de cadera, baja hasta donde controles.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
ElevacindeTalnaUnaPiernaconDficit,elevación-de-talón-a-una-pierna-con-déficit,Elevación de Talón a Una Pierna con Déficit,Elevación de Talón a Una Pierna con Déficit,Elevación de Talón a Una Pierna con Déficit,pendiente,,,,,,,Pantorrillas (Gemelos),Escalón o cajón,,,"Sobre un escalón, baja el talón al máximo para estirar, pausa 2 seg, y sube explosivo.","Rango de movimiento completo, quema total en el gemelo.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
GluteHamRaiseensuelo,glute-ham-raise-(en-suelo),Glute Ham Raise (en suelo),Glute Ham Raise (en suelo),Glute Ham Raise (en suelo),pendiente,,,,,,,"Isquiotibiales, Glúteos",Soporte pies,,,"Baja el torso pivoteando sobre las rodillas, empuja y tira fuerte con los isquios y glúteos para volver.",Mantén las caderas extendidas para forzar el isquio a trabajar.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
WallSitaUnaPiernaLastradoExtremo,wall-sit-a-una-pierna-(lastrado/extremo),Wall Sit a Una Pierna (Lastrado/Extremo),Wall Sit a Una Pierna (Lastrado/Extremo),Wall Sit a Una Pierna (Lastrado/Extremo),pendiente,,,,,,,Cuádriceps (Isometría),Pared,,,"Apoya la espalda en la pared, a 90 grados, levanta una pierna y sostén.","Aguanta el ardor, es puro trabajo isométrico.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SkaterSquatconDficit,skater-squat-con-déficit,Skater Squat con Déficit,Skater Squat con Déficit,Skater Squat con Déficit,pendiente,,,,,,,"Cuádriceps, Glúteos",Cajón o bloque de madera,,,"Realiza Skater Squat sobre un bloque, permitiendo que la rodilla libre baje más allá del pie de apoyo.",El déficit aumenta brutalmente el rango de movimiento del cuádriceps.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
ElevacindeTalnExplosivarebote,elevación-de-talón-explosiva-(rebote),Elevación de Talón Explosiva (rebote),Elevación de Talón Explosiva (rebote),Elevación de Talón Explosiva (rebote),pendiente,,,,,,,"Tendón de Aquiles, Gemelos",Suelo o escalón,,,"Sube rápidamente los talones, baja y rebota inmediatamente como un muelle.",Entrena la reactividad del tendón de Aquiles.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
ShrimpSquatAvanzada,shrimp-squat-avanzada,Shrimp Squat Avanzada,Shrimp Squat Avanzada,Shrimp Squat Avanzada,pendiente,,,,,,,Cuádriceps,Suelo,,,Trabajo unilateral técnico.,Usa colchón para la rodilla trasera.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SaltoalCajnPliomtricoaUnaPierna,salto-al-cajón-pliométrico-a-una-pierna,Salto al Cajón Pliométrico a Una Pierna,Salto al Cajón Pliométrico a Una Pierna,Salto al Cajón Pliométrico a Una Pierna,pendiente,,,,,,,Potencia,Cajón alto,,,Reactividad post-fatiga.,Baja del cajón con los dos pies.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
DragonPistolSquat,dragon-pistol-squat,Dragon Pistol Squat,Dragon Pistol Squat,Dragon Pistol Squat,pendiente,,,,,,,Cuádriceps,Suelo,,,Sentadilla unilateral cruzada.,Movilidad de cadera.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
LSittoHandstandoprogresiones,l-sit-to-handstand-(o-progresiones),L-Sit to Handstand (o progresiones),L-Sit to Handstand (o progresiones),L-Sit to Handstand (o progresiones),pendiente,,,,,,,"Hombros, Core, Tríceps",Barras Paralelas de Madera Veta & Vigor,,,Empuje desde escuadra a vertical.,Flujo motriz avanzado.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PressdeBancaPlanoconBarraPesado,press-de-banca-plano-con-barra-(pesado),Press de Banca Plano con Barra (Pesado),Press de Banca Plano con Barra (Pesado),Press de Banca Plano con Barra (Pesado),pendiente,,,,,,,"Pecho, Fuerza Máxima",Banco + Barra,,,Fuerza máxima. Levanta explosivo.,Aplica leg drive constante.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PressMilitarEstrictoconBarra,press-militar-estricto-con-barra,Press Militar Estricto con Barra,Press Militar Estricto con Barra,Press Militar Estricto con Barra,pendiente,,,,,,,Hombros (Empuje pesado),Barra + Discos,,,Empuje vertical estricto sin impulso de piernas.,Mete la cabeza bajo la barra al subir.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PressInclinadoconMancuernasPesadas,press-inclinado-con-mancuernas-pesadas,Press Inclinado con Mancuernas Pesadas,Press Inclinado con Mancuernas Pesadas,Press Inclinado con Mancuernas Pesadas,pendiente,,,,,,,Pecho Superior,Banco Inclinado,,,Empuje inclinado con rango completo.,Pausa abajo para estirar.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
RemoconMancuernaPesadaaUnaMano,remo-con-mancuerna-pesada-a-una-mano,Remo con Mancuerna Pesada a Una Mano,Remo con Mancuerna Pesada a Una Mano,Remo con Mancuerna Pesada a Una Mano,pendiente,,,,,,,Dorsales,Banco plano,,,Tirón unilateral pesado apoyado en banco.,Siente el dorsal jalando.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
